0,N
elongation	8.99293,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	4
diameter(mm)	7.20885,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	5
volume(mm^3)	2646,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	6
trunk volume(mm^3)	2349.28,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	7
branch volume(mm^3)	296.72,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	8
total surface area(mm^2)	6579.75,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	9
total radius of end regions(mm)	7.57173,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	10
total area of end regions(mm^2)	319.244,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	11
irregularity	4.48152,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	12
area of end region 1(mm^2)	79.3213,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	13
radius of end region 1(mm)	2.7502,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	14
irregularity of end region 1	0.299564,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	15
area of end region 2(mm^2)	239.922,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	16
radius of end region 2(mm)	4.82153,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	17
irregularity of end region 2	0.304403,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	18
qa	0.0727374,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	19
dti_fa	0.343011,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	20
md	0.934223,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	21
ad	1.26019,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	22
rd	0.771241,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	23
iso	0.213219,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	24
rdi	0.140968,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	25
nrdi02L	0.181232,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	26
nrdi04L	0.0713911,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	27
nrdi06L	0.0111879,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	28
,sub-10487_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	29
number of tracts	7153,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	0
mean length(mm)	101.79,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	1
span(mm)	24.9344,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	2
curl	4.08229,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	3
elongation	6.87418,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	4
diameter(mm)	14.8075,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	5
volume(mm^3)	17529,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	6
trunk volume(mm^3)	12952.9,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	7
branch volume(mm^3)	4576.15,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	8
total surface area(mm^2)	32946.7,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	9
total radius of end regions(mm)	21.1441,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	10
total area of end regions(mm^2)	2435.46,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	11
irregularity	6.95788,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	12
area of end region 1(mm^2)	790.275,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	13
radius of end region 1(mm)	10.1926,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	14
irregularity of end region 1	0.41299,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	15
area of end region 2(mm^2)	1645.18,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	16
radius of end region 2(mm)	10.9515,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	17
irregularity of end region 2	0.229026,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	18
qa	0.177796,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	19
dti_fa	0.429734,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	20
md	0.951262,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	21
ad	1.37797,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	22
rd	0.737907,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	23
iso	0.422787,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	24
rdi	0.286088,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	25
nrdi02L	0.368105,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	26
nrdi04L	0.145152,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	27
nrdi06L	0.0228817,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	28
,sub-10492_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	29
number of tracts	9105,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	0
mean length(mm)	122.756,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	1
span(mm)	28.7728,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	2
curl	4.26638,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	3
elongation	7.35887,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	4
diameter(mm)	16.6813,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	5
volume(mm^3)	26828.2,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	6
trunk volume(mm^3)	14407.1,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	7
branch volume(mm^3)	12421.1,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	8
total surface area(mm^2)	49063.6,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	9
total radius of end regions(mm)	24.7675,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	10
total area of end regions(mm^2)	3055.34,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	11
irregularity	7.62673,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	12
area of end region 1(mm^2)	1539.42,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	13
radius of end region 1(mm)	15.6877,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	14
irregularity of end region 1	0.502239,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	15
area of end region 2(mm^2)	1515.92,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	16
radius of end region 2(mm)	9.07985,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	17
irregularity of end region 2	0.170856,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	18
qa	0.170544,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	19
dti_fa	0.426894,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	20
md	0.92016,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	21
ad	1.32548,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	22
rd	0.717501,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	23
iso	0.410122,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	24
rdi	0.278338,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	25
nrdi02L	0.35805,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	26
nrdi04L	0.141144,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	27
nrdi06L	0.0222035,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	28
,sub-10506_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	29
number of tracts	5571,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	0
mean length(mm)	134.988,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	1
span(mm)	25.0033,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	2
curl	5.39882,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	3
elongation	12.487,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	4
diameter(mm)	10.8103,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	5
volume(mm^3)	12389.8,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	6
trunk volume(mm^3)	10341.1,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	7
branch volume(mm^3)	2048.64,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	8
total surface area(mm^2)	28490.1,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	9
total radius of end regions(mm)	16.3729,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	10
total area of end regions(mm^2)	1519.83,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	11
irregularity	6.21453,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	12
area of end region 1(mm^2)	814.757,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	13
radius of end region 1(mm)	9.08414,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	14
irregularity of end region 1	0.318192,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	15
area of end region 2(mm^2)	705.078,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	16
radius of end region 2(mm)	7.28874,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	17
irregularity of end region 2	0.23671,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	18
qa	0.172245,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	19
dti_fa	0.484054,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	20
md	0.883786,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	21
ad	1.37466,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	22
rd	0.63835,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	23
iso	0.336206,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	24
rdi	0.235728,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	25
nrdi02L	0.302558,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	26
nrdi04L	0.118945,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	27
nrdi06L	0.0184395,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	28
,sub-10517_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	29
number of tracts	5174,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	0
mean length(mm)	93.6574,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	1
span(mm)	29.7122,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	2
curl	3.15216,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	3
elongation	6.51968,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	4
diameter(mm)	14.3653,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	5
volume(mm^3)	15179.7,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	6
trunk volume(mm^3)	9244.36,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	7
branch volume(mm^3)	5935.39,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	8
total surface area(mm^2)	30070.6,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	9
total radius of end regions(mm)	20.8412,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	10
total area of end regions(mm^2)	1906.65,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	11
irregularity	7.11433,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	12
area of end region 1(mm^2)	999.84,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	13
radius of end region 1(mm)	9.78802,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	14
irregularity of end region 1	0.30103,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	15
area of end region 2(mm^2)	906.809,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	16
radius of end region 2(mm)	11.0532,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	17
irregularity of end region 2	0.423265,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	18
qa	0.101503,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	19
dti_fa	0.425387,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	20
md	0.838887,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	21
ad	1.21808,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	22
rd	0.649293,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	23
iso	0.267002,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	24
rdi	0.179283,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	25
nrdi02L	0.230055,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	26
nrdi04L	0.0904148,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	27
nrdi06L	0.0139941,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	28
,sub-10523_dwi.Superior_Longitudinal_Fasciculus1_L.stat.txt	29
