0,N
total surface area(mm^2)	21952.4,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	15.7057,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	2285.63,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	5.43641,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	1568.8,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	7.96694,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.127106,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	716.829,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	7.73871,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.262465,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.146567,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.404572,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.867353,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.24236,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.679849,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.378946,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.254968,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.327417,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.128796,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.020033,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-10517_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	8454,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	81.7222,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	23.1304,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	3.53311,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	4.76362,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	17.1555,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	18890.2,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	1523.75,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	17366.5,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	38011.5,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	26.786,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	2861.44,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	8.63022,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	1037.05,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	14.2571,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.615759,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	1824.39,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	12.529,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.27031,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.100552,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.414821,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.812473,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.16005,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.638682,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.27114,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.181887,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.233393,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.0917256,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0141961,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-10523_dwi.Frontal_Aslant_Tract_L.stat.txt	29
